seed,best_epoch,best_loss,best_val_loss,rmse_test,r2_test
0,3,0.005794849396117775,0.00408388139205236,25.141220986484306,0.9956863996312643
1,1,0.02043884723593084,0.004088857485090985,25.588010560480242,0.9955317216517182
2,2,0.00512234870277333,0.004107204868512995,25.255405637311238,0.9956471282323183
42,6,0.004773992610169576,0.004235363547124115,25.83388558507646,0.9954454377689554
99,6,0.004437765021200266,0.004109523898246242,25.400429488310095,0.9955969938013812
123,3,0.006341504167554015,0.00416641366467172,25.526434457911954,0.9955532010951312
