seed,best_epoch,best_loss,best_val_loss,rmse_test,r2_test
0,8,0.005707962116828491,0.0033328960595389633,17.968184744959203,0.9584988977170994
1,4,0.006587510792236264,0.0033137712519090232,18.30830002306116,0.9569128999878235
2,3,0.007007916167316423,0.0033428113910432427,18.198692244305796,0.9574272617243595
42,3,0.00457637902703162,0.003334763425579466,17.634489987742278,0.9600260531210483
99,5,0.004543155715277679,0.003319648862959234,18.257718493573183,0.9571506501684892
123,2,0.00938128278527445,0.003296451130310542,18.139836098875698,0.9577021842813582
