seed,best_epoch,best_loss,best_val_loss,rmse_test,r2_test
0,3,0.013407862272759072,0.005384770618682659,0.4461267059954668,0.9533799813663417
1,5,0.007652919612456795,0.00538903252037679,0.417541685426855,0.9591628261274924
2,2,0.008568838999587875,0.005460832802647793,0.4216380079134599,0.9583576236452837
42,8,0.006037782279485493,0.005399850530572879,0.41788349299896127,0.959095938585151
99,4,0.012578277605622695,0.005415779046921266,0.4223350103350402,0.9582198332808483
123,7,0.009040563491094668,0.005460515966133019,0.4262204904865249,0.9574475423279897
